iddocumentocontable,idcentro_costos,idtipo_documento,idestado,idestadosunat,idmoneda,idcondicion_pago,id_serie,idempresa,tipo_operacion,numero_documento,id_origen,direccion,codigo_pedido,serie_pedido,id_modulo,identidad_emisor,identidad_receptora,monto_subtotal,monto_igv,monto_total,monto_total_desc,valorigv,fecha_emision,fecha_anulacion,fecha_vencimiento,otros_tributos,otros_cargos,observacion,log_usuariocreacion,log_fechacreacion,log_usuariomodif,log_fechamodif,log_estado,monto_isc,serie_compras,total_precio_venta,peso_bruto,peso_neto,monto_igv_gratuito,codigoordencompra
1826106,NULL,2015,2,8,1,144,398,68007,2,693,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,23:21.5,larias.rcp-cst,23:28.3,1,0,NULL,130,0,0,0,NULL
1821325,NULL,2011,14,8,1,1,417,68007,0,13115,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,19:56.8,larias.rcp-cst,20:26.3,1,0,NULL,200,0,0,0,NULL
1821327,NULL,1003,2,2,1,55,378,68007,2,194,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,20:18.9,larias.rcp-cst,20:27.6,1,0,NULL,200,0,0,0,NULL
1821334,NULL,2011,14,8,1,1,417,68007,0,13116,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,21:51.2,larias.rcp-cst,22:24.8,1,0,NULL,200,0,0,0,NULL
1821337,NULL,1003,2,2,1,55,378,68007,2,195,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,22:15.9,larias.rcp-cst,22:24.1,1,0,NULL,200,0,0,0,NULL
1821344,NULL,2011,14,8,1,1,417,68007,0,13117,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,22:57.7,larias.rcp-cst,23:31.1,1,0,NULL,200,0,0,0,NULL
1821345,NULL,1003,2,2,1,55,378,68007,2,196,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,23:21.0,larias.rcp-cst,23:30.4,1,0,NULL,200,0,0,0,NULL
1822277,NULL,2011,14,8,1,1,417,68007,0,13118,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,194.92,35.08,230,DOSCIENTOS TREINTA CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,08:24.8,larias.rcp-cst,09:25.2,1,0,NULL,230,0,0,0,NULL
1822279,NULL,1003,2,2,1,145,378,68007,2,197,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,194.92,35.08,230,DOSCIENTOS TREINTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,09:17.4,larias.rcp-cst,09:25.9,1,0,NULL,230,0,0,0,NULL
1822293,NULL,2011,14,8,1,1,417,68007,0,13119,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,12:51.3,larias.rcp-cst,13:27.3,1,0,NULL,130,0,0,0,NULL
1822294,NULL,2011,14,8,1,1,417,68007,0,13120,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,12:58.5,larias.rcp-cst,14:55.9,1,0,NULL,130,0,0,0,NULL
1822296,NULL,1003,2,2,1,145,378,68007,2,198,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,13:20.6,larias.rcp-cst,13:29.2,1,0,NULL,130,0,0,0,NULL
1822302,NULL,1003,2,2,1,145,378,68007,2,199,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,14:44.7,larias.rcp-cst,14:55.8,1,0,NULL,130,0,0,0,NULL
1822310,NULL,2011,14,8,1,1,417,68007,0,13121,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,16:38.5,larias.rcp-cst,17:44.3,1,0,NULL,130,0,0,0,NULL
1822314,NULL,1003,2,2,1,145,378,68007,2,200,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,17:33.2,larias.rcp-cst,17:45.6,1,0,NULL,130,0,0,0,NULL
1822315,NULL,2011,14,8,1,1,417,68007,0,13122,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,152.54,27.46,180,CIENTO OCHENTA CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,18:52.1,larias.rcp-cst,20:12.8,1,0,NULL,180,0,0,0,NULL
1822316,NULL,1003,2,2,1,144,378,68007,2,201,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,152.54,27.46,180,CIENTO OCHENTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,20:03.0,larias.rcp-cst,20:11.8,1,0,NULL,180,0,0,0,NULL
1822325,NULL,2011,14,8,1,1,417,68007,0,13123,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,21:39.9,larias.rcp-cst,22:36.0,1,0,NULL,130,0,0,0,NULL
1822332,NULL,2011,14,8,1,1,417,68007,0,13124,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,22:21.0,larias.rcp-cst,26:16.5,1,0,NULL,130,0,0,0,NULL
1822333,NULL,1003,2,2,1,144,378,68007,2,202,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,22:22.7,larias.rcp-cst,22:37.6,1,0,NULL,130,0,0,0,NULL
1822353,NULL,1003,2,2,1,144,378,68007,2,203,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,110.17,19.83,130,CIENTO TREINTA CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,26:05.5,larias.rcp-cst,26:17.7,1,0,NULL,130,0,0,0,NULL
1813654,NULL,1003,2,2,1,55,378,68007,2,193,NULL,MZA. N LOTE. 5 URB. JESUS MARIA AREQUIPA - AREQUIPA - PAUCARPATA,NULL,NULL,00:00.0,00:00.0,00:00.0,29.23,5.26,34.49,TREINTA Y CUATRO CON 49/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,vcoa-cst,50:13.9,vcoa-cst,50:45.7,1,0,NULL,34.49,0,0,0,NULL
1809453,NULL,2011,14,8,1,1,417,68007,0,13112,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,101.69,18.31,120,CIENTO VEINTE CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,55:28.1,larias.rcp-cst,57:48.2,1,0,NULL,120,0,0,0,NULL
1809458,NULL,2015,2,8,1,145,398,68007,2,691,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,101.69,18.31,120,CIENTO VEINTE CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,57:41.0,larias.rcp-cst,57:46.6,1,0,NULL,120,0,0,0,NULL
1809459,NULL,2011,14,8,1,1,417,68007,0,13113,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,03:04.9,larias.rcp-cst,04:34.8,1,0,NULL,200,0,0,0,NULL
1809462,NULL,1003,2,2,1,144,378,68007,2,191,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,04:25.5,larias.rcp-cst,04:55.9,1,0,NULL,200,0,0,0,NULL
1809464,NULL,2011,14,8,1,1,417,68007,0,13114,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,05:32.5,larias.rcp-cst,06:15.6,1,0,NULL,200,0,0,0,NULL
1809466,NULL,1003,2,2,1,144,378,68007,2,192,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,169.49,30.51,200,DOSCIENTOS CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,06:03.3,larias.rcp-cst,06:33.0,1,0,NULL,200,0,0,0,NULL
1801576,NULL,2011,14,8,1,1,417,68007,0,13111,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,84.75,15.25,100,CIEN CON 00/100,0.18,00:00.0,NULL,NULL,0,0,NULL,larias.rcp-cst,47:07.8,larias.rcp-cst,47:45.8,1,0,NULL,100,0,0,0,NULL
1801577,NULL,1003,2,2,1,144,378,68007,2,190,00:00.0,,NULL,NULL,00:00.0,00:00.0,00:00.0,84.75,15.25,100,CIEN CON 00/100,0.18,00:00.0,NULL,00:00.0,0,0,NULL,larias.rcp-cst,47:35.9,larias.rcp-cst,48:09.3,1,0,NULL,100,0,0,0,NULL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
